iter	MultiClass
1507	0.05530833421
1508	0.05526864445
1509	0.05521137057
1510	0.05518209476
1511	0.05516026659
1512	0.05513198259
1513	0.05510224655
1514	0.05507955166
1515	0.05501846136
1516	0.05499217235
1517	0.0549317495
1518	0.05491272706
1519	0.05484911818
1520	0.05480418393
1521	0.05472959283
1522	0.05466741165
1523	0.0546490429
1524	0.05462873443
1525	0.0546100048
1526	0.05456366761
1527	0.05455050989
1528	0.05451962988
1529	0.05444895891
1530	0.05434818535
1531	0.05432261263
1532	0.05428391925
1533	0.05424420025
1534	0.0541878
1535	0.05413956873
1536	0.05410858055
1537	0.0540630429
1538	0.05403755679
1539	0.05400737935
1540	0.05395513342
1541	0.05393278237
1542	0.05390271914
1543	0.05386094818
1544	0.05380552258
1545	0.0537814373
1546	0.05373388461
1547	0.05370082106
1548	0.0536737548
1549	0.05360293923
1550	0.0535756979
1551	0.05354732547
1552	0.05350546886
1553	0.05349606799
1554	0.05346447507
1555	0.05345272823
1556	0.05338040869
1557	0.05333524333
1558	0.05327129411
1559	0.05323867124
1560	0.05320230354
1561	0.0531622017
1562	0.05308564921
1563	0.05304894056
1564	0.05302654335
1565	0.05300428671
1566	0.05297663879
1567	0.05295256181
1568	0.05289878228
1569	0.0528666634
1570	0.05280022622
1571	0.05276326082
1572	0.05272260032
1573	0.05267912758
1574	0.05265573641
1575	0.05261599286
1576	0.05259946446
1577	0.05256966895
1578	0.05253107258
1579	0.05250436897
1580	0.05245759275
1581	0.05242913263
1582	0.05238308505
1583	0.05234807492
1584	0.05227998382
1585	0.05226131452
1586	0.0522426808
1587	0.05221205506
1588	0.05218309764
1589	0.05214027529
1590	0.05209184306
1591	0.05208386504
1592	0.0520258864
1593	0.05200842944
1594	0.05195442265
1595	0.05194639179
1596	0.05191178121
1597	0.05185518295
1598	0.05182182228
1599	0.05179690134
1600	0.05174981891
1601	0.05173208951
1602	0.05169127814
1603	0.05168120191
1604	0.05165659783
1605	0.05162802452
1606	0.05159658514
1607	0.05158038473
1608	0.05153892553
1609	0.05149772986
1610	0.05146161081
1611	0.05143147049
1612	0.05140589981
1613	0.05138282988
1614	0.05136454038
1615	0.05134642768
1616	0.05131336762
1617	0.0512704261
1618	0.05125093407
1619	0.05120870088
1620	0.05117822631
1621	0.05112818674
1622	0.05111320043
1623	0.05106154197
1624	0.05104283383
1625	0.05102056101
1626	0.05098846934
1627	0.05094567339
1628	0.05090843917
1629	0.05088728682
1630	0.05085633372
1631	0.05082243355
1632	0.05079542004
1633	0.05075872314
1634	0.05073004998
1635	0.05069570246
1636	0.05064896759
1637	0.05062323357
1638	0.05058844035
1639	0.05052533485
1640	0.05050594844
1641	0.05044631685
1642	0.05042602482
1643	0.05039210474
1644	0.05036411584
1645	0.05034287007
1646	0.05030654768
1647	0.05025068454
1648	0.0502170606
1649	0.05015582473
1650	0.05012979545
1651	0.05008807833
1652	0.05005606724
1653	0.0500098487
1654	0.04998448836
1655	0.04996882688
1656	0.04994274702
1657	0.04988954039
1658	0.04986408696
1659	0.04982315302
1660	0.04976555459
1661	0.04972861454
1662	0.04970311255
1663	0.04967333451
1664	0.04964908387
1665	0.04962175986
1666	0.04958727434
1667	0.0495697446
1668	0.04953557533
1669	0.04950830951
1670	0.04944952559
1671	0.04941560307
1672	0.04938822426
1673	0.04935741022
1674	0.04930804561
1675	0.04927426921
1676	0.0492126566
1677	0.04918624194
1678	0.04916030553
1679	0.04910279069
1680	0.04908817925
1681	0.04906260491
1682	0.04904090937
1683	0.04896833012
1684	0.04894064509
1685	0.04889076291
1686	0.04887177721
1687	0.04883307026
1688	0.04878417675
1689	0.04874354338
1690	0.04871683554
1691	0.04869425126
1692	0.0486640955
1693	0.04863999188
1694	0.04862393945
1695	0.04859780423
1696	0.04858745677
1697	0.04856035467
1698	0.04854015824
1699	0.04851049696
1700	0.04846414317
1701	0.04843847422
1702	0.04841422107
1703	0.04838167743
1704	0.0483235929
1705	0.04828607225
1706	0.04822264489
1707	0.04817224262
1708	0.04815414116
1709	0.04811767488
1710	0.04807874308
1711	0.04805694298
1712	0.04804034507
1713	0.04799969152
1714	0.04797016193
1715	0.04794873699
1716	0.04791822
1717	0.04790189279
1718	0.04787835162
1719	0.04785773819
1720	0.04780990773
1721	0.04777195263
1722	0.04774531316
1723	0.04769820327
1724	0.04765422067
1725	0.04761877287
1726	0.04757228853
1727	0.04755086323
1728	0.0475235406
1729	0.04750756299
1730	0.04745897722
1731	0.04744046423
1732	0.04740517505
1733	0.04738264007
1734	0.04734444593
1735	0.04730664921
1736	0.04726756311
1737	0.04726143324
1738	0.04723811627
1739	0.04720705743
1740	0.04714551676
1741	0.04710593839
1742	0.0470603311
1743	0.04701706205
1744	0.04698672907
1745	0.04695316821
1746	0.0469322223
1747	0.0468933881
1748	0.04686230548
1749	0.04683963949
1750	0.04681267559
1751	0.04679480246
1752	0.04676817445
1753	0.04674294825
1754	0.04672470338
1755	0.04669298628
1756	0.04666514255
1757	0.046633105
1758	0.04661584667
1759	0.0465882489
1760	0.04657130655
1761	0.04655918725
1762	0.04652656967
1763	0.04646748027
1764	0.0464250998
1765	0.04640029722
1766	0.04635988349
1767	0.04634400315
1768	0.04630882708
1769	0.04622405649
1770	0.04620245248
1771	0.04617620218
1772	0.04614789753
1773	0.04613207058
1774	0.04610370621
1775	0.04608244242
1776	0.0460652362
1777	0.0460401413
1778	0.0460153864
1779	0.0459977029
1780	0.04597628263
1781	0.04594060946
1782	0.04588485613
1783	0.04586124861
1784	0.04581258297
1785	0.04579091709
1786	0.04577951975
1787	0.04575844168
1788	0.04571457312
1789	0.04568135671
1790	0.04565705391
1791	0.04563641848
1792	0.04562913732
1793	0.0455981448
1794	0.04557740174
1795	0.04555873155
1796	0.04552385463
1797	0.04548561902
1798	0.04545303458
1799	0.04544073252
1800	0.04541709313
1801	0.04539647267
1802	0.04536811744
1803	0.04533457261
1804	0.04530819048
1805	0.04529903797
1806	0.04527548472
1807	0.045255997
1808	0.04523659073
1809	0.04520573551
1810	0.04517084616
1811	0.04515699425
1812	0.04514671564
1813	0.04511942905
1814	0.04509407671
1815	0.04506099994
1816	0.04505112021
1817	0.04502540114
1818	0.04499948007
1819	0.04498535364
1820	0.04497316375
1821	0.04495693773
1822	0.04492004669
1823	0.04488861985
1824	0.04485785096
1825	0.04483894075
1826	0.04481037576
1827	0.04478879225
1828	0.04475007517
1829	0.04474527211
1830	0.04472234313
1831	0.04470168984
1832	0.04464670188
1833	0.04463503815
1834	0.04462130695
1835	0.04459665294
1836	0.04458352003
1837	0.04456133943
1838	0.04454532176
1839	0.04453059925
1840	0.04450674492
1841	0.04447831538
1842	0.04446188592
1843	0.04443940335
1844	0.04441610576
1845	0.04438286484
1846	0.04433138714
1847	0.04427585273
1848	0.04426321718
1849	0.04425006522
1850	0.04423735437
1851	0.04421218021
1852	0.04420430076
1853	0.04418869058
1854	0.04417420568
1855	0.04415086635
1856	0.04413286471
1857	0.04410003209
1858	0.04409194682
1859	0.0440804998
1860	0.04406670619
1861	0.0440522288
1862	0.04403062218
1863	0.04401122994
1864	0.04398998498
1865	0.04396763415
1866	0.04394917913
1867	0.04393496135
1868	0.04391486458
1869	0.04390251202
1870	0.04387564968
1871	0.04386671532
1872	0.04385813605
1873	0.04383101362
1874	0.04377714679
1875	0.04375900402
1876	0.04374131931
1877	0.0437185549
1878	0.0436951672
1879	0.04369012707
1880	0.04366833623
1881	0.04365485166
1882	0.04364598107
1883	0.04363729213
1884	0.04361660511
1885	0.04359787308
1886	0.04357961237
1887	0.04356093616
1888	0.04354781632
1889	0.04351015007
1890	0.04349730325
1891	0.04348492132
1892	0.04346329748
1893	0.04342773925
1894	0.0434150084
1895	0.04340276436
1896	0.04336340117
1897	0.04334136099
1898	0.04331274023
1899	0.04328173333
1900	0.04324943581
1901	0.04320172229
1902	0.04315057643
1903	0.0431285155
1904	0.04309665839
1905	0.04307962303
1906	0.04304443016
1907	0.04302394174
1908	0.04299719936
1909	0.04297326782
1910	0.04293083352
1911	0.04291926138
1912	0.04288121934
1913	0.04285400426
1914	0.04284462548
1915	0.04283460193
1916	0.04282031084
1917	0.04280404326
1918	0.04276894219
1919	0.04274686613
1920	0.04273613905
1921	0.04270227799
1922	0.04267202322
1923	0.04266436736
1924	0.04265019789
1925	0.04262875613
1926	0.042613802
1927	0.04258883586
1928	0.04257784368
1929	0.04256415584
1930	0.0425586399
1931	0.04254422286
1932	0.04252045065
1933	0.04250358373
1934	0.04247976217
1935	0.04247192003
1936	0.04246227541
1937	0.04243458565
1938	0.04242920638
1939	0.04241838124
1940	0.04239716522
1941	0.0423840479
1942	0.04235177937
1943	0.04233992043
1944	0.04231151183
1945	0.04227791173
1946	0.0422663393
1947	0.04225654065
1948	0.04223955804
1949	0.04223163567
1950	0.04222281612
1951	0.04220731866
1952	0.04219322128
1953	0.04216802334
1954	0.04215716059
1955	0.04214158008
1956	0.04213455797
1957	0.0421208442
1958	0.0421141053
1959	0.04210924173
1960	0.04209802196
1961	0.04206912919
1962	0.04206072638
1963	0.04204481865
1964	0.04203929217
1965	0.04203084138
1966	0.0419899571
1967	0.04194936214
1968	0.04191082462
1969	0.04187944786
1970	0.04184201797
1971	0.04182443233
1972	0.04180040772
1973	0.0417772806
1974	0.04176357183
1975	0.04174342305
1976	0.04171032472
1977	0.04168938433
1978	0.04163579825
1979	0.04162553291
1980	0.0415939245
1981	0.04156611894
1982	0.04154634262
1983	0.04153478
1984	0.04151759852
1985	0.04146789028
1986	0.04143765838
1987	0.04140511329
1988	0.04137269238
1989	0.04136600762
1990	0.04135442954
1991	0.0413475791
1992	0.04132395522
1993	0.04130218341
1994	0.04129636712
1995	0.04128324325
1996	0.04126967013
1997	0.04126048216
1998	0.04124226496
1999	0.04121569752
2000	0.04119295516
2001	0.04116468269
2002	0.04112459192
2003	0.04111837574
2004	0.04109159141
2005	0.04107729374
2006	0.04103827591
2007	0.04100402982
2008	0.04099428727
2009	0.04097102363
2010	0.04095529851
2011	0.04094191705
2012	0.04092777364
2013	0.04090686428
2014	0.04089281195
2015	0.04085026942
2016	0.04084128227
2017	0.04081427571
2018	0.04079197617
2019	0.04077419318
2020	0.04073465786
2021	0.04072158206
2022	0.04071216653
2023	0.04068629279
2024	0.0406721523
2025	0.04066215684
2026	0.04062978569
2027	0.04062081127
2028	0.04059446952
2029	0.04058160247
2030	0.04056770095
2031	0.04054678314
2032	0.04052978391
2033	0.04052386228
2034	0.04049689091
2035	0.040483438
2036	0.04046227275
2037	0.04044935842
2038	0.04041421508
2039	0.04039655046
2040	0.04039382283
2041	0.0403747452
2042	0.0403577467
2043	0.04035248815
2044	0.04032053961
2045	0.04030588028
2046	0.04028445032
2047	0.04027202718
2048	0.04025710328
2049	0.04024027686
2050	0.04021502411
2051	0.04019396117
2052	0.04018241841
2053	0.04016727617
2054	0.04014671054
2055	0.04013721474
2056	0.04011724998
2057	0.04011133257
2058	0.04008641904
2059	0.04007132079
2060	0.04006414834
2061	0.04005013028
2062	0.04003910326
2063	0.04001806942
2064	0.03998365652
2065	0.03995217856
2066	0.03994325137
2067	0.03993318041
2068	0.03990924416
2069	0.03989865788
2070	0.03988911478
2071	0.03987338048
2072	0.03985351128
2073	0.03982138789
2074	0.03980395728
2075	0.03979070961
2076	0.03977444379
2077	0.03975103522
2078	0.0397237074
2079	0.03970379288
2080	0.03969042711
2081	0.03967280879
2082	0.03965969012
2083	0.03963469659
2084	0.03961864097
2085	0.03959305966
2086	0.03957935712
2087	0.03956031026
2088	0.03954943147
2089	0.03954156158
2090	0.03951945422
2091	0.03949919489
2092	0.03948648918
2093	0.0394735453
2094	0.03945380289
2095	0.03944409127
2096	0.03942973888
2097	0.03941743665
2098	0.03940545715
2099	0.03938397718
2100	0.03936467133
2101	0.0393538829
2102	0.03934043151
2103	0.03930417605
2104	0.03929527274
2105	0.03928310792
2106	0.03927421983
2107	0.03926145185
2108	0.03923922866
2109	0.03922427181
2110	0.03922095651
2111	0.03919902916
2112	0.03917934674
2113	0.0391674308
2114	0.03915203041
2115	0.03914281664
2116	0.03912360483
2117	0.03910783301
2118	0.03909054452
2119	0.03906084471
2120	0.03902747014
2121	0.03901317588
2122	0.03898919892
2123	0.03895235138
2124	0.03893345749
2125	0.03892738367
2126	0.03890758919
2127	0.03888531674
2128	0.03884455251
2129	0.03882875963
2130	0.03881266378
2131	0.03878565359
2132	0.03877297718
2133	0.03876139854
2134	0.03875325085
2135	0.03873146894
2136	0.03872425363
2137	0.03871791075
2138	0.0387044628
2139	0.03869843402
2140	0.03867260838
2141	0.03865690993
2142	0.03863104225
2143	0.03861557564
2144	0.0386048162
2145	0.03858179389
2146	0.03857640257
2147	0.03855561605
2148	0.03853769168
2149	0.03851263405
2150	0.03849573857
2151	0.03848807857
2152	0.03844753509
2153	0.03842827151
2154	0.03841455955
2155	0.03840277549
2156	0.03838277239
2157	0.03837564101
2158	0.03836103999
2159	0.03833457166
2160	0.03832271218
2161	0.03830682142
2162	0.03829517979
2163	0.03827900315
2164	0.03827111522
2165	0.0382675847
2166	0.038258533
2167	0.03823332359
2168	0.03822410923
2169	0.03820755622
2170	0.0381974362
2171	0.03818106073
2172	0.03815298948
2173	0.03814845967
2174	0.03814065268
2175	0.03812472505
2176	0.03810271795
2177	0.03806282731
2178	0.03805410791
2179	0.03804527465
2180	0.03803017992
2181	0.03801631857
2182	0.03800944302
2183	0.03796394233
2184	0.03793100925
2185	0.0378923367
2186	0.03788178892
2187	0.03787074717
2188	0.0378634066
2189	0.03783829303
2190	0.03782219864
2191	0.03781715435
2192	0.03781095789
2193	0.03779873816
2194	0.03778705054
2195	0.03776669403
2196	0.03775701785
2197	0.03773833714
2198	0.03772768673
2199	0.03771349319
2200	0.03768000641
2201	0.03766357762
2202	0.03765721556
2203	0.03764898432
2204	0.03764241136
2205	0.03762923098
2206	0.03759436981
2207	0.03756198671
2208	0.03754566567
2209	0.0375246494
2210	0.03751564583
2211	0.03750003059
2212	0.03748645041
2213	0.03747720401
2214	0.03746150401
2215	0.03745096576
2216	0.0374441747
2217	0.03743413371
2218	0.03739409925
2219	0.03737728995
2220	0.03736291172
2221	0.03732243424
2222	0.03731487393
2223	0.03730830613
2224	0.03730281495
2225	0.03728915449
2226	0.03727860586
