iter	MultiClass
462	0.204260475
463	0.20402623
464	0.2037443541
465	0.2030215515
466	0.2022105852
467	0.2018340609
468	0.2014450016
469	0.2010630608
470	0.2004569137
471	0.2000900502
472	0.1996230112
473	0.1992585809
474	0.1989923535
475	0.1986146045
476	0.1982639908
477	0.1978944801
478	0.1976420973
479	0.1967423726
480	0.1960220164
481	0.1958248165
482	0.1955897685
483	0.1953655884
484	0.1950754479
485	0.1948977007
486	0.1944583503
487	0.1940207341
488	0.1936454873
489	0.1933799801
490	0.1930210539
491	0.1927139147
492	0.1923821627
493	0.1919939281
494	0.1916920339
495	0.1912827721
496	0.1911113182
497	0.1904806956
498	0.1901141077
499	0.1897514543
500	0.1895246686
501	0.1893819633
502	0.1890065203
503	0.1887228588
504	0.1884659428
505	0.1879743531
506	0.1873580539
507	0.1868754148
508	0.1862723796
509	0.1860460125
510	0.1856734697
511	0.1854013151
512	0.1849942858
513	0.184583418
514	0.1842165782
515	0.183714295
516	0.1834753167
517	0.1831521749
518	0.182983311
519	0.182671616
520	0.1822405553
521	0.181980403
522	0.1812776002
523	0.1808303048
524	0.1804000101
525	0.1802104193
526	0.1799567535
527	0.1798491635
528	0.1794073139
529	0.1788551904
530	0.1786273128
531	0.1784073029
532	0.1778593383
533	0.177593848
534	0.1772587435
535	0.1770311638
536	0.1766494102
537	0.1763859545
538	0.1760662045
539	0.175294311
540	0.1747142518
541	0.1745014919
542	0.1741533465
543	0.1737685814
544	0.1732480481
545	0.1729976486
546	0.1726361786
547	0.1724500606
548	0.1722490269
549	0.1720534572
550	0.1718042537
551	0.1715908437
552	0.1714822721
553	0.1713780571
554	0.1710236506
555	0.1708743348
556	0.1706719557
557	0.1705182219
558	0.1703515543
559	0.1701217061
560	0.1698590306
561	0.1695471829
562	0.1693112254
563	0.1690082438
564	0.1687644912
565	0.1683833407
566	0.1681475729
567	0.1679845882
568	0.1675949018
569	0.1672376433
570	0.1670506116
571	0.1666791857
572	0.1663487325
573	0.1661513017
574	0.1659250778
575	0.1654711076
576	0.1651933007
577	0.1648239161
578	0.1644959592
579	0.1641462278
580	0.1636222469
581	0.1633573134
582	0.1630481605
583	0.1629007166
584	0.1626875838
585	0.1624912612
586	0.1622839747
587	0.1621099703
588	0.1618860723
589	0.1615089998
590	0.1612599405
591	0.1610485375
592	0.1607909085
593	0.1605292856
594	0.1603918743
595	0.160098773
596	0.1598187829
597	0.1595656634
598	0.1591795825
599	0.1590220321
600	0.158816589
601	0.1584266855
602	0.1582599416
603	0.15801505
604	0.1576795405
605	0.1574443761
606	0.1572658776
607	0.1570925481
608	0.1569146473
609	0.1566944102
610	0.1565163941
611	0.1561660407
612	0.1559267525
613	0.1556630709
614	0.1555061644
615	0.1551611057
616	0.1549817942
617	0.1547221598
618	0.1544441767
619	0.1542192196
620	0.1537031095
621	0.1535096218
622	0.1532334464
623	0.1529655766
624	0.1528252851
625	0.1525567405
626	0.1520027606
627	0.1517093842
628	0.1514980211
629	0.1510667144
630	0.150828417
631	0.1506416007
632	0.1505315564
633	0.1502919331
634	0.149921736
635	0.1496558213
636	0.1494929529
637	0.1492738828
638	0.1490397113
639	0.1486835367
640	0.1483107365
641	0.1481961051
642	0.1478859858
643	0.1475692334
644	0.1471641438
645	0.146791727
646	0.1466756136
647	0.1464840705
648	0.1463911637
649	0.1462866743
650	0.1461156404
651	0.1456167369
652	0.1454585196
653	0.14530355
654	0.1450347129
655	0.144687891
656	0.1444269718
657	0.1442852879
658	0.1440467727
659	0.1438824187
660	0.1437083885
661	0.1433921195
662	0.1430536033
663	0.1428687558
664	0.1426490438
665	0.1422848629
666	0.1421769889
667	0.1419824767
668	0.1417823958
669	0.1416057649
670	0.1413832858
671	0.1412159725
672	0.1408551801
673	0.1406104452
674	0.1404420457
675	0.1401842672
676	0.1399454199
677	0.1396885322
678	0.1394009898
679	0.1392292226
680	0.1391037654
681	0.1388034084
682	0.1386769599
683	0.1384213272
684	0.138166059
685	0.1376983207
686	0.1374867423
687	0.1372345974
688	0.1369887442
689	0.1368051225
690	0.13659431
691	0.1364569827
692	0.1361147964
693	0.1359226809
694	0.135756834
695	0.1354303164
696	0.1353772588
697	0.1351665539
698	0.1350021406
699	0.1346924524
700	0.1343250609
701	0.1341921711
702	0.1340257638
703	0.133816389
704	0.1337300725
705	0.1335006811
706	0.133276851
707	0.1331255498
708	0.1328668354
709	0.1327011274
710	0.1324067958
711	0.1320875031
712	0.1319878888
713	0.1317036413
714	0.1315454643
715	0.1314058591
716	0.1312276311
717	0.1310785284
718	0.1308057522
719	0.1305389894
720	0.1303536143
721	0.1301373669
722	0.1297039627
723	0.1296555934
724	0.1294314442
725	0.1292568461
726	0.1291262261
727	0.1289301949
728	0.1287772217
729	0.1286137551
730	0.128463202
731	0.1283911458
732	0.1283092556
733	0.1282106617
734	0.1280717842
735	0.1279726945
736	0.1277800948
737	0.1276061004
738	0.1273722819
739	0.1272084443
740	0.1271162965
741	0.1270224372
742	0.1268829227
743	0.1267280452
744	0.1266308903
745	0.1264891678
746	0.1263169267
747	0.1259594875
748	0.1257565186
749	0.1256091467
750	0.125454405
751	0.1252664652
752	0.1250775431
753	0.1249239591
754	0.1248194572
755	0.1245903119
756	0.1244267321
757	0.1240770178
758	0.1238646844
759	0.1235675266
760	0.1233025494
761	0.1231005025
762	0.1229170918
763	0.1227940826
764	0.1226898148
765	0.1225940643
766	0.1224191693
767	0.1222776239
768	0.1221115017
769	0.1218290471
770	0.1216581858
771	0.1215391329
772	0.1213928111
773	0.1212289399
774	0.1210423116
775	0.1208753764
776	0.1207502627
777	0.1205247413
778	0.1203637729
779	0.1201805161
780	0.1200509333
781	0.1199159878
782	0.1197483021
783	0.1196175296
784	0.1195270488
785	0.1193066388
786	0.1191802918
787	0.1190394606
788	0.1186788359
789	0.1185472534
790	0.1183898332
791	0.1181489264
792	0.1180726648
793	0.1180403116
794	0.1178728479
795	0.1177823465
796	0.1176372727
797	0.1174190062
798	0.1172904899
799	0.1170433592
800	0.1168536475
801	0.1167018108
802	0.1165348516
803	0.1163006948
804	0.1160220155
805	0.1158609872
806	0.1157731856
807	0.1155544798
808	0.1154597883
809	0.1153476314
810	0.1151578698
811	0.1149009636
812	0.1147187869
813	0.1145942774
814	0.1145404044
815	0.1143681343
816	0.1141823877
817	0.113985181
818	0.1137889289
819	0.1135037749
820	0.1133529727
821	0.1132141302
822	0.1129196989
823	0.112824819
824	0.112663206
825	0.1125283236
826	0.1123660819
827	0.1121452871
828	0.1119815415
829	0.1118021924
830	0.1117337801
831	0.1115757116
832	0.1115028187
833	0.1113524731
834	0.1111844971
835	0.1109372816
836	0.1107555738
837	0.1105740235
838	0.1104962848
839	0.1102768187
840	0.1101784822
841	0.1100806672
842	0.1099501151
843	0.1097334496
844	0.1096409938
845	0.1095646243
846	0.1093856332
847	0.1092868053
848	0.1090743892
849	0.1089514718
850	0.1087474808
851	0.1086261035
852	0.1084225715
853	0.1080571234
854	0.1078749758
855	0.1077525158
856	0.1075789575
857	0.107269423
858	0.1071089515
859	0.1070197661
860	0.1068998079
861	0.1066971489
862	0.1065259059
863	0.1064309354
864	0.1063678754
865	0.1062817318
866	0.1061074766
867	0.1060056809
868	0.1057637101
869	0.1055950538
870	0.105445693
871	0.1053171989
872	0.1052106149
873	0.1051319605
874	0.1050699664
875	0.1048838174
876	0.1046955769
877	0.1045442503
878	0.1044348863
879	0.1043185861
880	0.1041676059
881	0.1039754002
882	0.1038676215
883	0.1037864143
884	0.1036027722
885	0.1034024942
886	0.103275216
887	0.103080299
888	0.102997668
889	0.1029085528
890	0.102750895
891	0.1026761247
892	0.1025717223
893	0.1024308669
894	0.102229125
895	0.1020471869
896	0.1019461281
897	0.1018129941
898	0.1017204523
899	0.1016489978
900	0.101514474
901	0.1014388046
902	0.101313008
903	0.1011528413
904	0.1009922502
905	0.1007699381
906	0.1006280681
907	0.1005024946
908	0.1003806437
909	0.1003381576
910	0.1002700845
911	0.1000784813
912	0.09991174061
913	0.09975696277
914	0.09950739206
915	0.09941021226
916	0.09930394509
917	0.09922332438
918	0.09906577628
919	0.09899559462
920	0.09894748671
921	0.0988048853
922	0.09866668997
923	0.0985938756
924	0.09851987012
925	0.09838959193
926	0.09816918966
927	0.09804511593
928	0.09796281625
929	0.09784183764
930	0.09769481076
931	0.0976051423
932	0.09740757089
933	0.09729406795
934	0.0972166227
935	0.09709459192
936	0.09701485205
937	0.0969099131
938	0.09684010756
939	0.09668596245
940	0.09660409922
941	0.09645269095
942	0.0963602787
943	0.09629401453
944	0.09612031234
945	0.09593902148
946	0.09578983349
947	0.09567774595
948	0.09561045534
949	0.09547216289
950	0.09536323178
951	0.09526836183
952	0.09513762033
953	0.09497346565
954	0.09481479572
955	0.094711746
956	0.09457766279
957	0.09448314786
958	0.09432561399
959	0.09420691459
960	0.09409068189
961	0.0939958406
962	0.09393901998
963	0.09379001606
964	0.09369121743
965	0.09355361161
966	0.09341833167
967	0.09334387573
968	0.09327770925
969	0.09317578682
970	0.09312380772
971	0.09304206037
972	0.09294422501
973	0.09278062079
974	0.09270411131
975	0.09260552105
976	0.09252471009
977	0.09244379496
978	0.09231266265
979	0.09215276821
980	0.09209447403
981	0.09196834717
982	0.09188941179
983	0.09171196955
984	0.09153573445
985	0.09145589024
986	0.09136631229
987	0.09122815534
988	0.0911160408
989	0.09105629519
990	0.09095683467
991	0.09080496409
992	0.09067294325
993	0.09059203975
994	0.09049922185
995	0.09043593364
996	0.09030801739
997	0.09019935882
998	0.09012735199
999	0.09001795844
1000	0.08992199976
1001	0.08984487535
1002	0.08972674435
1003	0.08964567408
1004	0.08956781451
1005	0.0895099309
1006	0.0894147404
1007	0.08929449862
1008	0.08919115543
1009	0.08901810169
1010	0.08892113875
1011	0.0887983518
1012	0.08866945883
1013	0.08855526311
1014	0.08842332605
1015	0.08831041661
1016	0.08827090413
1017	0.08814329104
1018	0.08805601839
1019	0.08795109327
1020	0.08786463326
1021	0.087759083
1022	0.08771858895
1023	0.08764307202
1024	0.08755361896
1025	0.08743165558
1026	0.08732213667
1027	0.08721640121
1028	0.08706903114
1029	0.08688283181
1030	0.08679538169
1031	0.08674796796
1032	0.08664452982
1033	0.08653955967
1034	0.08646513797
1035	0.08637526326
1036	0.08630607503
1037	0.08621440947
1038	0.08615159451
1039	0.08595713518
1040	0.08591485473
1041	0.08581640486
1042	0.08569871611
1043	0.08557380546
1044	0.08546867854
1045	0.08532121802
1046	0.08519540303
1047	0.08508098013
1048	0.08497141018
1049	0.08490785515
1050	0.08485081318
1051	0.08476143643
1052	0.0846781027
1053	0.08460594326
1054	0.08452969249
1055	0.08444475881
1056	0.08439859254
1057	0.08427747831
1058	0.0841765999
1059	0.08410424097
1060	0.08401838401
1061	0.08391853047
1062	0.08382352303
1063	0.08369365576
1064	0.0836054409
1065	0.08356518837
1066	0.08350513842
1067	0.08339018175
1068	0.08333251481
1069	0.08320949224
1070	0.08310985058
1071	0.08304989464
1072	0.08299427883
1073	0.08293150151
1074	0.08288727343
1075	0.08276376876
1076	0.08264663296
1077	0.0825438572
1078	0.08247726187
1079	0.08233009709
1080	0.08226658846
1081	0.0821659686
1082	0.08203754591
1083	0.08193309449
1084	0.08184720791
1085	0.08180429512
1086	0.08175449642
1087	0.08163629187
1088	0.08154983007
1089	0.08145228756
1090	0.08139971331
1091	0.08131817471
1092	0.08127045949
1093	0.08110259707
1094	0.08101412357
1095	0.0809180385
1096	0.080772354
1097	0.08070624098
1098	0.08058997596
1099	0.08042720022
1100	0.08033132827
1101	0.08020819469
1102	0.08004443855
1103	0.07991544413
1104	0.07983323804
1105	0.07978737769
1106	0.07965562791
1107	0.07960136635
1108	0.07948136567
1109	0.07942872959
1110	0.07936991432
1111	0.07927024574
1112	0.07916895668
1113	0.07909104967
1114	0.07899088926
1115	0.07894956649
1116	0.07888856251
1117	0.07885457655
1118	0.07873323354
1119	0.0786786396
1120	0.07864530774
1121	0.07853818672
1122	0.07844327247
1123	0.07836365044
1124	0.0783146036
1125	0.0782190991
1126	0.07814921098
1127	0.07801971724
1128	0.07797310234
1129	0.07789190991
1130	0.07781523675
1131	0.07775857638
1132	0.07767309242
1133	0.07751719178
1134	0.07746399604
1135	0.07743812212
1136	0.07736119941
1137	0.07725577377
1138	0.07717636721
1139	0.07712521671
1140	0.07700728652
1141	0.07690062241
1142	0.07681696673
1143	0.07677280741
1144	0.07666075778
1145	0.07648078499
1146	0.07641181337
1147	0.07625407844
1148	0.07614797938
1149	0.07602616151
1150	0.07587570873
1151	0.07581372978
1152	0.07566816971
1153	0.07558157164
1154	0.07552039492
1155	0.07544080895
1156	0.07538191437
1157	0.07531387998
1158	0.07520302104
1159	0.07511370711
1160	0.07500138972
1161	0.07484707704
1162	0.07473580614
1163	0.07464129636
1164	0.07462296985
1165	0.07458696646
1166	0.07452522121
1167	0.07448406931
1168	0.07442386258
1169	0.07437425528
1170	0.074324371
1171	0.07423546596
1172	0.07410394024
1173	0.07405048962
1174	0.07393300038
1175	0.0738564546
1176	0.07375124454
1177	0.07369503135
1178	0.07359734124
1179	0.07350959407
1180	0.07340045602
1181	0.07332060347
1182	0.07321533732
1183	0.07314262766
1184	0.07304290168
1185	0.07299754872
1186	0.07294648453
1187	0.07288700715
1188	0.07285777528
1189	0.0728011807
1190	0.07274309789
1191	0.07267331684
1192	0.07257701531
1193	0.07251271104
1194	0.07242574798
1195	0.0723565841
1196	0.072296486
1197	0.07223471724
1198	0.0721477056
1199	0.0720662294
1200	0.07199192575
1201	0.07191668712
1202	0.07188202011
1203	0.07180303379
1204	0.07178010294
1205	0.07169991969
1206	0.07161532559
1207	0.07153071191
1208	0.0714510788
1209	0.07137603322
1210	0.07134808032
1211	0.07126733578
1212	0.0712307941
1213	0.07108828881
1214	0.07103144079
1215	0.07096808828
1216	0.07090997349
1217	0.07083508582
1218	0.07073600207
1219	0.07064426304
1220	0.07057487963
1221	0.07053323453
1222	0.0704990621
1223	0.0704451071
1224	0.07037126453
1225	0.07030801234
1226	0.07024550867
1227	0.07012382979
1228	0.07005180181
1229	0.06997858372
1230	0.06989817223
1231	0.06986116744
1232	0.06977634813
1233	0.0696909052
1234	0.0696366574
1235	0.06956619211
1236	0.0694900011
1237	0.06941027957
1238	0.06935638468
1239	0.06930113871
1240	0.06916443988
1241	0.06913941581
1242	0.06910410048
1243	0.06906946635
1244	0.06899939555
1245	0.06893749752
1246	0.06888263946
1247	0.06874587368
1248	0.06868359844
1249	0.06863772662
1250	0.06856389606
1251	0.06851490476
1252	0.06841167357
1253	0.06837553616
1254	0.06832718328
1255	0.06826419382
1256	0.06817078471
1257	0.06807887027
1258	0.0680224837
1259	0.067962394
1260	0.06784023138
1261	0.06775898999
1262	0.06769459846
1263	0.06764538721
1264	0.06761439546
1265	0.06759384902
1266	0.06752619715
1267	0.06738283323
1268	0.06732733201
1269	0.06727405739
1270	0.06717268159
1271	0.06710413448
1272	0.06705193522
1273	0.06703114201
1274	0.06695621748
1275	0.06689270798
1276	0.06682360974
1277	0.06678451384
1278	0.06672051307
1279	0.06665940866
1280	0.06659465063
1281	0.06653904259
1282	0.06645518793
1283	0.06637094863
1284	0.06625384468
1285	0.06620843304
1286	0.06617892399
1287	0.06612341203
1288	0.06599710283
1289	0.0659334282
1290	0.06587755633
1291	0.06580923233
1292	0.06576059221
1293	0.06573952066
1294	0.06566646544
1295	0.06561739215
1296	0.0655951559
1297	0.06556183865
1298	0.06546512648
1299	0.06537541776
1300	0.06526466375
1301	0.06518876466
1302	0.06514503533
1303	0.06508673102
1304	0.06500152174
1305	0.06493298509
1306	0.06482504575
1307	0.06477712974
1308	0.064727181
1309	0.06467017868
1310	0.06459269607
1311	0.06457059601
1312	0.06454399746
1313	0.06444082189
1314	0.06437386251
1315	0.06433677996
1316	0.06427221907
1317	0.06421654153
1318	0.06420269312
1319	0.06417062182
1320	0.06410816328
1321	0.06404643175
1322	0.06402670796
1323	0.06399650895
1324	0.06396235686
1325	0.0639112309
1326	0.0638272303
1327	0.06375706294
1328	0.06372852771
1329	0.06365527311
1330	0.06357736567
1331	0.06350972423
1332	0.06342462004
1333	0.06338926137
1334	0.0633142172
1335	0.06326713505
1336	0.06321496703
1337	0.06319880813
1338	0.06317194445
1339	0.06313276374
1340	0.06306214516
1341	0.0630038793
1342	0.06296186951
1343	0.0628909823
1344	0.06287194513
1345	0.06275631003
1346	0.06273393716
1347	0.0626698511
1348	0.0626261834
1349	0.06260972755
1350	0.06259308485
1351	0.0625242663
1352	0.06240983993
1353	0.06237608916
1354	0.0623367493
1355	0.06227056132
1356	0.06223283685
1357	0.0621827175
1358	0.06213473076
1359	0.06205106749
1360	0.06199141847
1361	0.06192999245
1362	0.06187916832
1363	0.0618117874
1364	0.06176240093
1365	0.0617170112
1366	0.06167879282
1367	0.06164908178
1368	0.06159740766
1369	0.06156785471
1370	0.06152346889
1371	0.06148419379
1372	0.0614462945
1373	0.0613554851
1374	0.06132636651
1375	0.06126281749
1376	0.06120021833
1377	0.0610986764
1378	0.06103976634
1379	0.06100323833
1380	0.06098149478
1381	0.06095153265
1382	0.0608984016
1383	0.06085977848
1384	0.06081909554
1385	0.0607392193
1386	0.06069855423
1387	0.06061914579
1388	0.06055606866
1389	0.0605225196
1390	0.06046713788
1391	0.060433699
1392	0.06040254723
1393	0.06036852044
1394	0.06030599418
1395	0.06025121857
1396	0.06023246753
1397	0.06019838398
1398	0.06014264784
1399	0.06006311919
1400	0.06001973683
1401	0.05995931852
1402	0.05989699429
1403	0.0598302621
1404	0.05978088188
1405	0.05975500758
1406	0.05968505727
1407	0.05963701293
1408	0.05957758647
1409	0.05951549209
1410	0.0594492422
1411	0.05939194881
1412	0.05935055806
1413	0.05930032268
1414	0.05926387651
1415	0.05916087652
1416	0.05910927292
1417	0.0590575179
1418	0.05902239948
1419	0.05898734592
1420	0.058944255
1421	0.05891591686
1422	0.05886040794
1423	0.05881416502
1424	0.05877015761
1425	0.05871606575
1426	0.05866520849
1427	0.05864641632
1428	0.05860915753
1429	0.05857981504
1430	0.0585571627
1431	0.05852470319
1432	0.05849748914
1433	0.05845571888
1434	0.05841006883
1435	0.05836100361
1436	0.05830531067
1437	0.05822872728
1438	0.05818800905
1439	0.05816810195
1440	0.05810985425
1441	0.05808023673
1442	0.05803618189
1443	0.05800030101
1444	0.05796215706
1445	0.05790890357
1446	0.0578753123
1447	0.05783142821
1448	0.05774772875
1449	0.05767630769
1450	0.0576414947
1451	0.0576023426
1452	0.05757176906
1453	0.05753692329
1454	0.05749191867
1455	0.057455586
1456	0.05738701871
1457	0.05736149511
1458	0.05730393625
1459	0.05728137365
1460	0.05720466179
1461	0.05717754077
1462	0.05714547147
1463	0.05708714078
1464	0.05701989035
1465	0.05698257909
1466	0.05694385399
1467	0.05692310364
1468	0.0568515665
1469	0.0567978199
1470	0.05672282518
1471	0.05668047791
1472	0.05663770146
1473	0.05660178526
1474	0.05657322873
1475	0.05655059032
1476	0.05649993697
1477	0.05646248724
1478	0.05641776281
1479	0.0563662812
1480	0.05633627853
1481	0.05630564543
1482	0.05622821235
1483	0.05618622255
1484	0.05613683829
1485	0.05612296129
1486	0.05609266121
1487	0.05604998843
1488	0.05602911522
1489	0.05598862652
1490	0.0559767701
1491	0.0559545352
1492	0.05592146623
1493	0.05585766678
1494	0.05583460846
1495	0.05576958087
1496	0.05572964085
1497	0.05570406511
1498	0.05567856945
1499	0.05564597701
1500	0.05558449447
1501	0.05555477317
1502	0.05551332127
1503	0.05546738683
1504	0.05543938983
1505	0.05542158863
1506	0.05534400732
